@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
268,'2017/11/02 23:33:17:788',3,8.2,7.63,-3.9,1,0,-0.000391,0,1
269,'2017/11/02 23:33:17:859',3,8.2,7.63,-3.86,1,0,-0.000391,0,1
270,'2017/11/02 23:33:17:924',3,8.2,7.54,-3.9,1,0,-0.000391,0,1
271,'2017/11/02 23:33:18:003',3,8.2,7.52,-3.91,1,0,-0.000391,0,1
272,'2017/11/02 23:33:18:060',3,8.16,7.52,-3.87,1,0,-0.000391,0,1
273,'2017/11/02 23:33:18:119',3,8.16,7.45,-4.01,1,0,-0.000391,0,1
274,'2017/11/02 23:33:18:180',3,8.13,7.45,-3.87,1,0,-0.000391,0,1
275,'2017/11/02 23:33:18:238',3,8.11,7.36,-4.01,1,0,-0.000391,0,1
276,'2017/11/02 23:33:18:909',3,8.11,7.36,-4.08,1,0,-0.000391,0,1
277,'2017/11/02 23:33:18:910',3,8.06,7.42,-4.12,1,0,-0.000391,0,1
278,'2017/11/02 23:33:19:269',3,8.09,7.43,-4.02,1,0,-0.000391,0,1
279,'2017/11/02 23:33:19:270',3,8.14,7.4,-4.07,1,0,-0.000391,0,1
280,'2017/11/02 23:33:19:270',3,8.13,7.41,-4.13,1,0,-0.000391,0,1
281,'2017/11/02 23:33:19:270',3,8.05,7.45,-4.11,1,0,-0.000391,0,1
282,'2017/11/02 23:33:19:299',3,8.01,7.46,-4.05,1,0,-0.000391,0,1
283,'2017/11/02 23:33:19:299',3,8.02,7.44,-4.1,1,0,-0.000391,0,1
284,'2017/11/02 23:33:19:300',3,8.03,7.48,-3.9,1,0,-0.000391,0,1
285,'2017/11/02 23:33:19:301',3,8.06,7.35,-4.06,1,0,-0.000391,0,1
286,'2017/11/02 23:33:19:301',3,8.02,7.42,-3.87,1,0,-0.000391,0,1
287,'2017/11/02 23:33:19:302',3,7.96,7.37,-4.03,1,0,-0.000391,0,1
288,'2017/11/02 23:33:19:302',3,7.89,7.43,-3.78,1,0,-0.000391,0,1
289,'2017/11/02 23:33:19:303',3,7.84,7.27,-3.89,1,0,-0.000391,0,1
290,'2017/11/02 23:33:19:303',3,7.82,7.25,-3.82,1,0,-0.000391,0,1
291,'2017/11/02 23:33:19:304',3,7.79,7.24,-3.91,1,0,-0.000391,0,1
292,'2017/11/02 23:33:19:910',3,7.75,7.32,-3.62,1,0,-0.000391,0,1
293,'2017/11/02 23:33:19:910',3,7.75,7.23,-3.64,1,0,-0.000391,0,1
294,'2017/11/02 23:33:19:911',3,7.73,7.22,-3.6,1,0,-0.000391,0,1
295,'2017/11/02 23:33:19:911',3,7.71,7.19,-3.68,1,0,-0.000391,0,1
296,'2017/11/02 23:33:19:912',3,7.75,7.24,-3.74,1,0,-0.000391,0,1
297,'2017/11/02 23:33:19:913',3,7.74,7.24,-3.85,1,0,-0.000391,0,1
298,'2017/11/02 23:33:19:913',3,7.74,7.32,-3.63,1,0,-0.000391,0,1
299,'2017/11/02 23:33:19:914',3,7.83,7.38,-3.83,1,0,-0.000391,0,1
300,'2017/11/02 23:33:20:987',3,7.87,7.42,-3.87,1,0,-0.000391,0,1
301,'2017/11/02 23:33:20:988',3,7.46,7.66,-3.96,1,0,-0.000391,0,1
302,'2017/11/02 23:33:20:988',3,7.24,8,-4.36,1,0,-0.000391,0,1
303,'2017/11/02 23:33:20:989',3,7.54,8.35,-4.77,1,0,-0.000391,0,1
304,'2017/11/02 23:33:20:990',3,7.7,8.69,-4.69,1,0,-0.000391,0,1
305,'2017/11/02 23:33:20:990',3,8.08,8.96,-4.92,1,0,-0.000391,0,1
306,'2017/11/02 23:33:20:991',3,8.74,8.96,-4.96,1,0,-0.000391,0,1
307,'2017/11/02 23:33:20:991',3,8.92,8.97,-5.11,1,0,-0.000391,0,1
308,'2017/11/02 23:33:20:992',3,8.82,9.01,-4.88,1,0,-0.000391,0,1
309,'2017/11/02 23:33:20:992',3,8.56,8.98,-4.65,1,0,-0.000391,0,1
310,'2017/11/02 23:33:20:993',3,8.31,8.92,-4.61,1,0,-0.000391,0,1
311,'2017/11/02 23:33:20:993',3,8.05,8.9,-4.51,1,0,-0.000391,0,1
312,'2017/11/02 23:33:20:994',3,7.99,8.95,-4.57,1,0,-0.000391,0,1
313,'2017/11/02 23:33:20:994',3,7.84,8.91,-4.63,1,0,-0.000391,0,1
314,'2017/11/02 23:33:20:995',3,7.86,8.87,-4.58,1,0,-0.000391,0,1
315,'2017/11/02 23:33:20:995',3,8.08,8.81,-4.72,1,0,-0.000391,0,1
316,'2017/11/02 23:33:20:996',3,8.2,8.87,-4.73,1,0,-0.000391,0,1
317,'2017/11/02 23:33:20:996',3,8.16,8.87,-4.88,1,0,-0.000391,0,1
318,'2017/11/02 23:33:20:997',3,8.1,8.87,-4.93,1,0,-0.000391,0,1
319,'2017/11/02 23:33:20:997',3,8.07,8.87,-4.99,1,0,-0.000391,0,1
320,'2017/11/02 23:33:21:085',3,8.09,8.92,-5.09,1,0,-0.000391,0,1
321,'2017/11/02 23:33:21:100',3,8.17,8.95,-5.2,1,0,-0.000391,0,1
322,'2017/11/02 23:33:21:157',3,8.24,8.93,-5.14,1,0,-0.000391,0,1
323,'2017/11/02 23:33:21:240',3,8.29,8.87,-5.23,1,0,-0.000391,0,1
324,'2017/11/02 23:33:21:298',3,8.19,8.87,-5.23,1,0,-0.000391,0,1
325,'2017/11/02 23:33:21:357',3,8.08,8.84,-5.27,1,0,-0.000391,0,1
326,'2017/11/02 23:33:21:421',3,8,8.8,-5.26,1,0,-0.000391,0,1
327,'2017/11/02 23:33:21:501',3,7.99,8.85,-5.24,1,0,-0.000391,0,1
328,'2017/11/02 23:33:21:572',3,8.1,8.81,-5.3,1,0,-0.000391,0,1
329,'2017/11/02 23:33:21:627',3,8.22,8.74,-5.21,1,0,-0.000391,0,1
330,'2017/11/02 23:33:21:688',3,8.25,8.67,-5.11,1,0,-0.000391,0,1
331,'2017/11/02 23:33:21:764',3,8.23,8.63,-5.12,1,0,-0.000391,0,1
332,'2017/11/02 23:33:21:859',3,8.5,8.68,-5.18,1,0,-0.000391,0,1
333,'2017/11/02 23:33:21:922',3,8.61,8.66,-5.53,1,0,-0.000391,0,1
334,'2017/11/02 23:33:21:993',3,8.57,8.45,-5.71,1,0,-0.000391,0,1
335,'2017/11/02 23:33:22:057',3,8.36,8.26,-5.83,1,0,-0.000391,0,1
336,'2017/11/02 23:33:22:178',3,7.93,7.89,-6.08,1,0,-0.000391,0,1
337,'2017/11/02 23:33:22:267',3,7.67,7.89,-6.03,1,0,-0.000391,0,1
338,'2017/11/02 23:33:22:269',3,7.67,7.91,-6,1,0,-0.000391,0,1
339,'2017/11/02 23:33:22:346',3,7.77,8.09,-5.86,1,0,-0.000391,0,1
340,'2017/11/02 23:33:22:421',3,7.7,7.99,-5.89,1,0,-0.000391,0,1
341,'2017/11/02 23:33:22:500',3,7.63,8.04,-5.71,1,0,-0.000391,0,1
342,'2017/11/02 23:33:22:536',3,7.79,8.13,-5.56,1,0,-0.000391,0,1
343,'2017/11/02 23:33:22:595',3,8.22,8.23,-5.6,1,0,-0.000391,0,1
344,'2017/11/02 23:33:22:708',3,8.26,8.17,-5.58,1,0,-0.000391,0,1
345,'2017/11/02 23:33:22:771',3,8.05,8.14,-5.5,1,0,-0.000391,0,1
346,'2017/11/02 23:33:22:885',3,7.91,8.2,-5.64,1,0,-0.000391,0,1
347,'2017/11/02 23:35:06:105',4,347.670013,-69.080002,-2.72,0.058183,0.91,0.91,0.49,0.017727
348,'2017/11/02 23:35:06:149',4,347.160004,-69.360001,-3.34,0.058183,0.91,0.91,0.49,0.017727
349,'2017/11/02 23:35:06:210',4,347.480011,-69.459999,-3.19,0.058183,0.91,0.91,0.49,0.017727
350,'2017/11/02 23:35:06:274',4,347.179993,-69.519997,-3.48,0.058183,0.91,0.91,0.49,0.017727
351,'2017/11/02 23:35:06:341',4,347.100006,-69.690002,-3.73,0.058183,0.91,0.91,0.49,0.017727
352,'2017/11/02 23:35:06:387',4,347.01001,-70.190002,-3.97,0.058183,0.91,0.91,0.49,0.017727
353,'2017/11/02 23:35:06:451',4,347.149994,-71.110001,-4.05,0.058183,0.91,0.91,0.49,0.017727
354,'2017/11/02 23:35:06:510',4,347.609985,-71.550003,-3.73,0.058183,0.91,0.91,0.49,0.017727
355,'2017/11/02 23:35:06:569',4,347.720001,-71.720001,-3.61,0.058183,0.91,0.91,0.49,0.017727
356,'2017/11/02 23:35:06:629',4,348.040009,-72.029999,-3.4,0.058183,0.91,0.91,0.49,0.017727
357,'2017/11/02 23:35:06:687',4,347.730011,-72.459999,-3.77,0.058183,0.91,0.91,0.49,0.017727
358,'2017/11/02 23:35:06:749',4,348.029999,-72.970001,-3.6,0.058183,0.91,0.91,0.49,0.017727
359,'2017/11/02 23:35:06:811',4,348,-73.419998,-3.77,0.058183,0.91,0.91,0.49,0.017727
360,'2017/11/02 23:35:06:870',4,348.079987,-72.870003,-3.62,0.058183,0.91,0.91,0.49,0.017727
361,'2017/11/02 23:35:06:928',4,348.549988,-72.410004,-3.17,0.058183,0.91,0.91,0.49,0.017727
362,'2017/11/02 23:35:06:988',4,348.190002,-72.080002,-3.43,0.058183,0.91,0.91,0.49,0.017727
363,'2017/11/02 23:35:07:054',4,347.589996,-71.730003,-4.03,0.058183,0.91,0.91,0.49,0.017727
364,'2017/11/02 23:35:07:657',4,347.01001,-70.879997,-4.64,0.058183,0.91,0.91,0.49,0.017727
365,'2017/11/02 23:35:07:962',4,346.25,-70.199997,-5.26,0.058183,0.91,0.91,0.49,0.017727
366,'2017/11/02 23:35:07:962',4,344.929993,-69.290001,-6.6,0.058183,0.91,0.91,0.49,0.017727
367,'2017/11/02 23:35:07:965',4,345.059998,-69.209999,-6.52,0.058183,0.91,0.91,0.49,0.017727
368,'2017/11/02 23:35:07:966',4,344.640015,-69.230003,-6.89,0.058183,0.91,0.91,0.49,0.017727
369,'2017/11/02 23:35:07:966',4,345.290009,-68.949997,-6.3,0.058183,0.91,0.91,0.49,0.017727
370,'2017/11/02 23:35:07:967',4,344.920013,-68.559998,-6.62,0.058183,0.91,0.91,0.49,0.017727
371,'2017/11/02 23:35:07:967',4,344.359985,-68.769997,-7.1,0.058183,0.91,0.91,0.49,0.017727
372,'2017/11/02 23:35:07:968',4,343.649994,-68.879997,-7.63,0.058183,0.91,0.91,0.49,0.017727
373,'2017/11/02 23:35:07:968',4,343.589996,-68.959999,-7.69,0.058183,0.91,0.91,0.49,0.017727
374,'2017/11/02 23:35:07:969',4,343.649994,-68.760002,-7.64,0.058183,0.91,0.91,0.49,0.017727
375,'2017/11/02 23:35:07:969',4,343.519989,-68.830002,-7.76,0.058183,0.91,0.91,0.49,0.017727
376,'2017/11/02 23:35:08:019',4,343.390015,-69.07,-7.8,0.058183,0.91,0.91,0.49,0.017727
377,'2017/11/02 23:35:08:019',4,343.320007,-69.269997,-7.82,0.058183,0.91,0.91,0.49,0.017727
378,'2017/11/02 23:35:08:020',4,343.519989,-69.169998,-7.58,0.058183,0.91,0.91,0.49,0.017727
379,'2017/11/02 23:35:08:040',4,343.640015,-69.099998,-7.43,0.058183,0.91,0.91,0.49,0.017727
380,'2017/11/02 23:35:08:096',4,343.709991,-69.080002,-7.37,0.058183,0.91,0.91,0.49,0.017727
381,'2017/11/02 23:35:08:185',4,343.709991,-69.059998,-7.43,0.058183,0.91,0.91,0.49,0.017727
382,'2017/11/02 23:35:08:200',4,343.51001,-69.160004,-7.67,0.058183,0.91,0.91,0.49,0.017727
383,'2017/11/02 23:35:08:273',4,343.459991,-69.18,-7.64,0.058183,0.91,0.91,0.49,0.017727
384,'2017/11/02 23:35:08:308',4,343.570007,-69.169998,-7.48,0.058183,0.91,0.91,0.49,0.017727
385,'2017/11/02 23:35:08:369',4,343.48999,-69.160004,-7.53,0.058183,0.91,0.91,0.49,0.017727
386,'2017/11/02 23:35:08:429',4,343.470001,-69.209999,-7.52,0.058183,0.91,0.91,0.49,0.017727
387,'2017/11/02 23:35:08:492',4,343.48999,-69.330002,-7.5,0.058183,0.91,0.91,0.49,0.017727
388,'2017/11/02 23:35:08:563',4,343.450012,-69.360001,-7.56,0.058183,0.91,0.91,0.49,0.017727
389,'2017/11/02 23:35:08:610',4,343.48999,-69.32,-7.5,0.058183,0.91,0.91,0.49,0.017727
390,'2017/11/02 23:35:08:669',4,343.390015,-69.330002,-7.57,0.058183,0.91,0.91,0.49,0.017727
391,'2017/11/02 23:35:08:729',4,343.299988,-69.339996,-7.62,0.058183,0.91,0.91,0.49,0.017727
392,'2017/11/02 23:35:08:798',4,343.100006,-69.379997,-7.78,0.058183,0.91,0.91,0.49,0.017727
393,'2017/11/02 23:35:08:860',4,343.119995,-69.470001,-7.77,0.058183,0.91,0.91,0.49,0.017727
394,'2017/11/02 23:35:08:907',4,343.190002,-69.57,-7.71,0.058183,0.91,0.91,0.49,0.017727
395,'2017/11/02 23:35:09:068',4,343.209991,-69.57,-7.72,0.058183,0.91,0.91,0.49,0.017727
396,'2017/11/02 23:35:09:654',4,343.309998,-69.580002,-7.65,0.058183,0.91,0.91,0.49,0.017727
397,'2017/11/02 23:35:09:654',4,343.140015,-69.559998,-7.79,0.058183,0.91,0.91,0.49,0.017727
398,'2017/11/02 23:35:09:655',4,343.339996,-69.550003,-7.56,0.058183,0.91,0.91,0.49,0.017727
399,'2017/11/02 23:35:10:099',4,342.959991,-69.57,-7.9,0.058183,0.91,0.91,0.49,0.017727
400,'2017/11/02 23:35:10:099',4,342.929993,-69.589996,-7.96,0.058183,0.91,0.91,0.49,0.017727
401,'2017/11/02 23:35:10:100',4,342.850006,-69.559998,-8.04,0.058183,0.91,0.91,0.49,0.017727
402,'2017/11/02 23:35:10:100',4,342.730011,-69.610001,-8.16,0.058183,0.91,0.91,0.49,0.017727
403,'2017/11/02 23:35:10:101',4,342.890015,-69.639999,-8.01,0.058183,0.91,0.91,0.49,0.017727
404,'2017/11/02 23:35:10:102',4,343.100006,-69.739998,-7.85,0.058183,0.91,0.91,0.49,0.017727
405,'2017/11/02 23:35:10:102',4,342.950012,-69.75,-7.97,0.058183,0.91,0.91,0.49,0.017727
406,'2017/11/02 23:35:10:103',4,343.100006,-69.830002,-7.83,0.058183,0.91,0.91,0.49,0.017727
407,'2017/11/02 23:35:10:103',4,343,-69.830002,-7.93,0.058183,0.91,0.91,0.49,0.017727
408,'2017/11/02 23:35:10:104',4,343.079987,-69.879997,-7.89,0.058183,0.91,0.91,0.49,0.017727
409,'2017/11/02 23:35:10:105',4,342.790009,-69.870003,-8.17,0.058183,0.91,0.91,0.49,0.017727
410,'2017/11/02 23:35:10:160',4,342.959991,-69.839996,-7.97,0.058183,0.91,0.91,0.49,0.017727
411,'2017/11/02 23:35:10:161',4,342.910004,-69.82,-8.02,0.058183,0.91,0.91,0.49,0.017727
412,'2017/11/02 23:35:10:162',4,342.799988,-69.809998,-8.14,0.058183,0.91,0.91,0.49,0.017727
413,'2017/11/02 23:35:10:162',4,342.980011,-69.82,-7.96,0.058183,0.91,0.91,0.49,0.017727
414,'2017/11/02 23:35:10:163',4,342.820007,-69.779999,-8.11,0.058183,0.91,0.91,0.49,0.017727
415,'2017/11/02 23:35:10:169',4,342.899994,-69.769997,-8.04,0.058183,0.91,0.91,0.49,0.017727
416,'2017/11/02 23:35:10:325',4,342.790009,-69.739998,-8.13,0.058183,0.91,0.91,0.49,0.017727
417,'2017/11/02 23:35:10:325',4,342.850006,-69.720001,-8.06,0.058183,0.91,0.91,0.49,0.017727
418,'2017/11/02 23:35:10:359',4,342.730011,-69.739998,-8.16,0.058183,0.91,0.91,0.49,0.017727
419,'2017/11/02 23:35:10:409',4,342.799988,-69.730003,-8.08,0.058183,0.91,0.91,0.49,0.017727
420,'2017/11/02 23:35:10:468',4,342.809998,-69.690002,-8.07,0.058183,0.91,0.91,0.49,0.017727
421,'2017/11/02 23:35:10:529',4,342.799988,-69.660004,-8.1,0.058183,0.91,0.91,0.49,0.017727
422,'2017/11/02 23:35:10:601',4,342.910004,-69.589996,-7.98,0.058183,0.91,0.91,0.49,0.017727
423,'2017/11/02 23:35:10:652',4,342.809998,-69.639999,-8.08,0.058183,0.91,0.91,0.49,0.017727
424,'2017/11/02 23:35:10:708',4,342.809998,-69.629997,-8.09,0.058183,0.91,0.91,0.49,0.017727
425,'2017/11/02 23:35:10:768',4,342.839996,-69.610001,-8.08,0.058183,0.91,0.91,0.49,0.017727
426,'2017/11/02 23:35:10:833',4,342.850006,-69.550003,-8.04,0.058183,0.91,0.91,0.49,0.017727
427,'2017/11/02 23:35:10:891',4,342.690002,-69.559998,-8.2,0.058183,0.91,0.91,0.49,0.017727
428,'2017/11/02 23:35:10:955',4,343.089996,-69.5,-7.82,0.058183,0.91,0.91,0.49,0.017727
429,'2017/11/02 23:35:11:014',4,342.920013,-69.559998,-8.01,0.058183,0.91,0.91,0.49,0.017727
430,'2017/11/02 23:35:11:070',4,342.799988,-69.57,-8.14,0.058183,0.91,0.91,0.49,0.017727
431,'2017/11/02 23:35:11:130',4,342.839996,-69.540001,-8.07,0.058183,0.91,0.91,0.49,0.017727
432,'2017/11/02 23:35:11:189',4,342.829987,-69.540001,-8.07,0.058183,0.91,0.91,0.49,0.017727
433,'2017/11/02 23:35:11:248',4,342.820007,-69.629997,-8.1,0.058183,0.91,0.91,0.49,0.017727
434,'2017/11/02 23:35:11:323',4,343.040009,-69.639999,-7.88,0.058183,0.91,0.91,0.49,0.017727
435,'2017/11/02 23:35:11:371',4,343.059998,-69.610001,-7.84,0.058183,0.91,0.91,0.49,0.017727
436,'2017/11/02 23:35:11:429',4,343.029999,-69.580002,-7.86,0.058183,0.91,0.91,0.49,0.017727
437,'2017/11/02 23:35:11:487',4,343.230011,-69.580002,-7.64,0.058183,0.91,0.91,0.49,0.017727
438,'2017/11/02 23:35:11:560',4,342.920013,-69.589996,-7.96,0.058183,0.91,0.91,0.49,0.017727
439,'2017/11/02 23:35:11:608',4,343.070007,-69.620003,-7.83,0.058183,0.91,0.91,0.49,0.017727
440,'2017/11/02 23:35:11:669',4,342.980011,-69.519997,-7.9,0.058183,0.91,0.91,0.49,0.017727
441,'2017/11/02 23:35:11:745',4,342.769989,-69.449997,-8.11,0.058183,0.91,0.91,0.49,0.017727
442,'2017/11/02 23:35:12:238',4,342.609985,-69.410004,-8.27,0.058183,0.91,0.91,0.49,0.017727
443,'2017/11/02 23:35:12:251',4,342.73999,-69.370003,-8.13,0.058183,0.91,0.91,0.49,0.017727
444,'2017/11/02 23:35:12:593',4,342.339996,-69.410004,-8.53,0.058183,0.91,0.91,0.49,0.017727
445,'2017/11/02 23:35:12:594',4,342.410004,-69.459999,-8.47,0.058183,0.91,0.91,0.49,0.017727
446,'2017/11/02 23:35:12:594',4,342.450012,-69.480003,-8.42,0.058183,0.91,0.91,0.49,0.017727
447,'2017/11/02 23:35:12:595',4,342.459991,-69.480003,-8.43,0.058183,0.91,0.91,0.49,0.017727
448,'2017/11/02 23:35:12:595',4,342.420013,-69.379997,-8.48,0.058183,0.91,0.91,0.49,0.017727
449,'2017/11/02 23:35:12:596',4,342.459991,-69.349998,-8.47,0.058183,0.91,0.91,0.49,0.017727
450,'2017/11/02 23:35:12:596',4,342.48999,-69.349998,-8.44,0.058183,0.91,0.91,0.49,0.017727
451,'2017/11/02 23:35:12:597',4,342.429993,-69.339996,-8.5,0.058183,0.91,0.91,0.49,0.017727
452,'2017/11/02 23:35:12:597',4,342.209991,-69.230003,-8.67,0.058183,0.91,0.91,0.49,0.017727
453,'2017/11/02 23:35:12:598',4,342.200012,-69.120003,-8.65,0.058183,0.91,0.91,0.49,0.017727
454,'2017/11/02 23:35:12:598',4,342.679993,-69.150002,-8.23,0.058183,0.91,0.91,0.49,0.017727
455,'2017/11/02 23:35:12:692',4,342.420013,-69.050003,-8.5,0.058183,0.91,0.91,0.49,0.017727
456,'2017/11/02 23:35:12:692',4,342.609985,-69.010002,-8.32,0.058183,0.91,0.91,0.49,0.017727
457,'2017/11/02 23:35:12:814',4,342.549988,-68.93,-8.37,0.058183,0.91,0.91,0.49,0.017727
458,'2017/11/02 23:35:12:824',4,342.589996,-68.940002,-8.32,0.058183,0.91,0.91,0.49,0.017727
459,'2017/11/02 23:35:12:919',4,342.380005,-68.830002,-8.52,0.058183,0.91,0.91,0.49,0.017727
460,'2017/11/02 23:35:12:920',4,342.649994,-68.730003,-8.31,0.058183,0.91,0.91,0.49,0.017727
461,'2017/11/02 23:35:12:964',4,342.859985,-68.610001,-8.12,0.058183,0.91,0.91,0.49,0.017727
462,'2017/11/02 23:35:13:019',4,342.970001,-68.599998,-8.04,0.058183,0.91,0.91,0.49,0.017727
463,'2017/11/02 23:35:13:078',4,342.730011,-68.68,-8.26,0.058183,0.91,0.91,0.49,0.017727
464,'2017/11/02 23:35:13:138',4,342.720001,-68.760002,-8.23,0.058183,0.91,0.91,0.49,0.017727
465,'2017/11/02 23:35:13:202',4,342.570007,-68.769997,-8.34,0.058183,0.91,0.91,0.49,0.017727
466,'2017/11/02 23:35:13:266',4,342.459991,-68.709999,-8.42,0.058183,0.91,0.91,0.49,0.017727
467,'2017/11/02 23:35:13:344',4,342.619995,-68.669998,-8.25,0.058183,0.91,0.91,0.49,0.017727
468,'2017/11/02 23:35:13:390',4,342.570007,-68.540001,-8.37,0.058183,0.91,0.91,0.49,0.017727
469,'2017/11/02 23:35:13:440',4,342.779999,-68.489998,-8.24,0.058183,0.91,0.91,0.49,0.017727
470,'2017/11/02 23:35:13:625',4,342.869995,-68.5,-8.18,0.058183,0.91,0.91,0.49,0.017727
471,'2017/11/02 23:35:13:639',4,343.049988,-68.519997,-8.01,0.058183,0.91,0.91,0.49,0.017727
472,'2017/11/02 23:35:47:995',5,351.140015,67.629997,-2.04,0.058183,0.24,0.03,0.49,0.86
473,'2017/11/02 23:35:48:031',5,350.679993,67.739998,-1.54,0.058183,0.24,0.03,0.49,0.86
474,'2017/11/02 23:35:48:090',5,350.799988,67.849998,-1.57,0.058183,0.24,0.03,0.49,0.86
475,'2017/11/02 23:35:48:150',5,351.029999,67.82,-1.87,0.058183,0.24,0.03,0.49,0.86
476,'2017/11/02 23:35:48:207',5,350.73999,67.989998,-1.43,0.058183,0.24,0.03,0.49,0.86
477,'2017/11/02 23:35:48:269',5,350.980011,68.010002,-1.66,0.058183,0.24,0.03,0.49,0.86
478,'2017/11/02 23:35:48:329',5,351.269989,67.93,-2.08,0.058183,0.24,0.03,0.49,0.86
479,'2017/11/02 23:35:48:400',5,351.01001,67.900002,-1.75,0.058183,0.24,0.03,0.49,0.86
480,'2017/11/02 23:35:48:458',5,351.140015,67.919998,-1.86,0.058183,0.24,0.03,0.49,0.86
481,'2017/11/02 23:35:48:520',5,351.160004,67.980003,-1.81,0.058183,0.24,0.03,0.49,0.86
482,'2017/11/02 23:35:48:575',5,351.190002,67.970001,-1.78,0.058183,0.24,0.03,0.49,0.86
483,'2017/11/02 23:35:48:648',5,351.179993,67.959999,-1.73,0.058183,0.24,0.03,0.49,0.86
484,'2017/11/02 23:35:48:723',5,350.980011,67.949997,-1.51,0.058183,0.24,0.03,0.49,0.86
485,'2017/11/02 23:35:48:823',5,350.73999,67.940002,-1.3,0.058183,0.24,0.03,0.49,0.86
486,'2017/11/02 23:35:48:839',5,350.700012,67.879997,-1.29,0.058183,0.24,0.03,0.49,0.86
487,'2017/11/02 23:35:48:902',5,350.890015,67.830002,-1.47,0.058183,0.24,0.03,0.49,0.86
488,'2017/11/02 23:35:48:961',5,351.140015,67.769997,-1.74,0.058183,0.24,0.03,0.49,0.86
489,'2017/11/02 23:35:49:022',5,351.109985,67.769997,-1.68,0.058183,0.24,0.03,0.49,0.86
490,'2017/11/02 23:35:49:079',5,351.130005,67.790001,-1.77,0.058183,0.24,0.03,0.49,0.86
491,'2017/11/02 23:35:49:144',5,351.040009,67.849998,-1.67,0.058183,0.24,0.03,0.49,0.86
492,'2017/11/02 23:35:49:206',5,351.100006,67.860001,-1.75,0.058183,0.24,0.03,0.49,0.86
493,'2017/11/02 23:35:49:271',5,351.170013,67.870003,-1.73,0.058183,0.24,0.03,0.49,0.86
494,'2017/11/02 23:35:49:328',5,351.26001,67.910004,-1.73,0.058183,0.24,0.03,0.49,0.86
495,'2017/11/02 23:35:49:379',5,351.359985,67.940002,-1.78,0.058183,0.24,0.03,0.49,0.86
496,'2017/11/02 23:35:49:438',5,351.5,67.900002,-1.88,0.058183,0.24,0.03,0.49,0.86
497,'2017/11/02 23:35:49:499',5,351.279999,67.959999,-1.57,0.058183,0.24,0.03,0.49,0.86
498,'2017/11/02 23:35:49:560',5,351.5,67.889999,-1.83,0.058183,0.24,0.03,0.49,0.86
499,'2017/11/02 23:35:49:627',5,351.380005,68,-1.66,0.058183,0.24,0.03,0.49,0.86
500,'2017/11/02 23:35:49:689',5,351.559998,68.010002,-1.8,0.058183,0.24,0.03,0.49,0.86
501,'2017/11/02 23:35:49:759',5,351.630005,68.089996,-1.75,0.058183,0.24,0.03,0.49,0.86
502,'2017/11/02 23:35:49:802',5,351.75,68.160004,-1.88,0.058183,0.24,0.03,0.49,0.86
503,'2017/11/02 23:35:49:858',5,351.799988,68.220001,-1.84,0.058183,0.24,0.03,0.49,0.86
504,'2017/11/02 23:35:49:936',5,351.959991,68.330002,-1.97,0.058183,0.24,0.03,0.49,0.86
505,'2017/11/02 23:35:49:978',5,351.98999,68.230003,-1.97,0.058183,0.24,0.03,0.49,0.86
506,'2017/11/02 23:35:50:039',5,351.970001,68.230003,-1.92,0.058183,0.24,0.03,0.49,0.86
507,'2017/11/02 23:35:50:108',5,351.829987,68.279999,-1.78,0.058183,0.24,0.03,0.49,0.86
508,'2017/11/02 23:35:50:164',5,351.880005,68.339996,-1.77,0.058183,0.24,0.03,0.49,0.86
509,'2017/11/02 23:35:50:231',5,351.850006,68.43,-1.7,0.058183,0.24,0.03,0.49,0.86
510,'2017/11/02 23:35:50:295',5,351.839996,68.410004,-1.72,0.058183,0.24,0.03,0.49,0.86
511,'2017/11/02 23:35:50:348',5,351.75,68.459999,-1.6,0.058183,0.24,0.03,0.49,0.86
512,'2017/11/02 23:35:50:404',5,351.890015,68.470001,-1.78,0.058183,0.24,0.03,0.49,0.86
513,'2017/11/02 23:35:50:470',5,351.779999,68.529999,-1.62,0.058183,0.24,0.03,0.49,0.86
514,'2017/11/02 23:35:50:549',5,351.850006,68.550003,-1.64,0.058183,0.24,0.03,0.49,0.86
515,'2017/11/02 23:35:50:616',5,352.01001,68.599998,-1.7,0.058183,0.24,0.03,0.49,0.86
516,'2017/11/02 23:35:50:668',5,352.100006,68.610001,-1.72,0.058183,0.24,0.03,0.49,0.86
517,'2017/11/02 23:35:50:732',5,352.059998,68.599998,-1.6,0.058183,0.24,0.03,0.49,0.86
518,'2017/11/02 23:35:50:788',5,351.869995,68.650002,-1.45,0.058183,0.24,0.03,0.49,0.86
519,'2017/11/02 23:35:50:853',5,351.679993,68.650002,-1.23,0.058183,0.24,0.03,0.49,0.86
520,'2017/11/02 23:35:50:909',5,351.73999,68.669998,-1.32,0.058183,0.24,0.03,0.49,0.86
521,'2017/11/02 23:35:50:970',5,351.660004,68.720001,-1.23,0.058183,0.24,0.03,0.49,0.86
522,'2017/11/02 23:35:51:084',5,351.609985,68.720001,-1.15,0.058183,0.24,0.03,0.49,0.86
